ID	ROOT_ID	LATITUDE	LONGITUDE	CATEGORY	FLOW_TYPE	MOISTURE	WATER_LEVEL	SPOTTED_AT	IMAGE
263941	256787	42.944495	-71.596229	temporary stream	dry streambed			8/28/2020 10:36	https://files.spotteron.com/images/spots/000007/2020/08/vjkruq628hmezt7jsjc12j6z2cnse131.jpg
267037	256787	42.944495	-71.596229	temporary stream	dry streambed			9/6/2020 23:20	https://files.spotteron.com/images/spots/000007/2020/09/xf0ktok0zw5qgfr5gwxqg8ttvkrmdw8u.jpg
268852	256787	42.944495	-71.596229	temporary stream	dry streambed			9/11/2020 14:31	https://files.spotteron.com/images/spots/000007/2020/09/lny18w6cx895eurgv92e87u1i1b3m9ak.jpg
274182	256787	42.944495	-71.596229	temporary stream	dry streambed			9/19/2020 14:00	https://files.spotteron.com/images/spots/000007/2020/09/he0ay9mwlyx7af72oo304ao1lx81i3w9.jpg
279045	256787	42.944495	-71.596229	temporary stream	dry streambed			9/27/2020 20:01	https://files.spotteron.com/images/spots/000007/2020/09/qjysi72z3o0pvrsioebgdy32vd8lpp2g.jpg
283043	256787	42.944495	-71.596229	temporary stream	dry streambed			10/4/2020 11:42	https://files.spotteron.com/images/spots/000007/2020/10/jbw7roultcls2x4c2fbhykx7ovja0o66.jpg
288673	256787	42.944495	-71.596229	temporary stream	trickling water			10/18/2020 9:00	https://files.spotteron.com/images/spots/000007/2020/10/semungmbb9asuxn0b6ulhm0cglf4jb1g.jpg
290723	256787	42.944495	-71.596229	temporary stream	trickling water			10/23/2020 16:49	https://files.spotteron.com/images/spots/000007/2020/10/j5sqw56w64wwu7f8n5kpjsyyxe948kxd.jpg
295350	256787	42.944495	-71.596229	temporary stream	flowing			10/31/2020 15:54	https://files.spotteron.com/images/spots/000007/2020/10/sieeaiq96b0ie8ro66xoys6syaeo2l1u.jpg
256789	256789	42.944973	-71.605293	temporary stream	isolated pools			8/8/2020 16:48	https://files.spotteron.com/images/spots/000007/2020/08/dj60xkvxfgeg9zbyuo9mbiud4kz1lp1h.jpg
260111	256789	42.944973	-71.605293	temporary stream	dry streambed			8/18/2020 16:08	https://files.spotteron.com/images/spots/000007/2020/08/67zdftivxbs15kn07rlt7kt88x0ood02.jpg
263946	256789	42.944973	-71.605293	temporary stream	isolated pools			8/28/2020 10:41	https://files.spotteron.com/images/spots/000007/2020/08/n35nuz7hhm9hiwepni8gqssffystvwbg.jpg
267041	256789	42.944973	-71.605293	temporary stream	isolated pools			9/6/2020 23:22	https://files.spotteron.com/images/spots/000007/2020/09/gnvtnq22zmm8i06zup54jouhvxr1ykl3.jpg
268855	256789	42.944973	-71.605293	temporary stream	standing water			9/11/2020 14:34	https://files.spotteron.com/images/spots/000007/2020/09/ii68ri8mu76f8020gqb6mztgrj9lph0a.jpg
274174	256789	42.944973	-71.605293	temporary stream	damp / wet streambed			9/19/2020 13:26	https://files.spotteron.com/images/spots/000007/2020/09/vliu9b86jwebycnlynf8rlp5kdnd442v.jpg
279048	256789	42.944973	-71.605293	temporary stream	dry streambed			9/27/2020 20:04	https://files.spotteron.com/images/spots/000007/2020/09/eobxfmzvcxsh5i17yykrscnwvbsrkhax.jpg
283047	256789	42.944973	-71.605293	temporary stream	standing water			10/4/2020 11:50	https://files.spotteron.com/images/spots/000007/2020/10/jhb20lhqohg4eic3rvl71fqd34jc76bv.jpg
288676	256789	42.944973	-71.605293	temporary stream	trickling water			10/18/2020 9:00	https://files.spotteron.com/images/spots/000007/2020/10/s28ko779z4y17f6wbc3fcrfbn6s8id7z.jpg
290725	256789	42.944973	-71.605293	temporary stream	standing water			10/23/2020 17:05	https://files.spotteron.com/images/spots/000007/2020/10/jwymgkpy8mzhj8hfn06uxsdvm9ykaja1.jpg
295347	256789	42.944973	-71.605293	temporary stream	isolated pools			10/31/2020 15:51	https://files.spotteron.com/images/spots/000007/2020/10/s2wzpdxbrzpkk2wx2jx9v6icrtdilqe1.jpg
301826	256789	42.944973	-71.605293	temporary stream	flowing			11/13/2020 13:42	https://files.spotteron.com/images/spots/000007/2020/11/4le74r5ly0jw03j0yxbb1ssl1ntykisc.jpg
303131	256789	42.944973	-71.605293	temporary stream	trickling water			11/15/2020 20:21	https://files.spotteron.com/images/spots/000007/2020/11/5cp9wx9y6ibrkmplfmlbllbeipaapyuq.jpg
258284	258284	42.990431	-71.4922	temporary stream	dry streambed			8/13/2020 22:16	https://files.spotteron.com/images/spots/000007/2020/08/l4py5okrwmf8jyut7aqj0xrb98nwuwa0.jpg
260172	258284	42.990431	-71.4922	temporary stream	dry streambed			8/20/2020 22:05	https://files.spotteron.com/images/spots/000007/2020/08/tte52032j7qsvrhu4coa2jdaiylskc6k.jpg
261894	258284	42.990431	-71.4922	temporary stream	dry streambed			8/21/2020 11:19	https://files.spotteron.com/images/spots/000007/2020/08/h2vxqk93x6302zqerlfznialb2n0e39m.jpg
264765	258284	42.990431	-71.4922	temporary stream	damp / wet streambed			8/29/2020 22:47	https://files.spotteron.com/images/spots/000007/2020/09/cr3y0m0lgh7tucdd4e7a1m674yo0i96l.jpg
266101	258284	42.990431	-71.4922	temporary stream	dry streambed			9/4/2020 11:49	https://files.spotteron.com/images/spots/000007/2020/09/0p2fsqregofbnz5fp931st2bjtngtmsc.jpg
274130	258284	42.990431	-71.4922	temporary stream	dry streambed			9/19/2020 12:24	https://files.spotteron.com/images/spots/000007/2020/09/c5gsonmn4a92gjvqam9zp7h4hb0u1ier.jpg
278971	258284	42.990431	-71.4922	temporary stream	dry streambed			9/28/2020 14:34	https://files.spotteron.com/images/spots/000007/2020/09/nuudt4w4air8ox0gpqqii5f0k5kshnrs.jpg
279043	258284	42.990431	-71.4922	temporary stream	dry streambed			9/27/2020 19:59	https://files.spotteron.com/images/spots/000007/2020/09/63wjrde4o5euv18epycy76mgwpxyr941.jpg
284346	258284	42.990431	-71.4922	temporary stream	dry streambed			10/9/2020 15:32	https://files.spotteron.com/images/spots/000007/2020/10/tkov13krjk2oto525g6xb32g6qxh3gg3.jpg
290682	258284	42.990431	-71.4922	temporary stream	standing water			10/23/2020 15:53	https://files.spotteron.com/images/spots/000007/2020/10/616z6ijn2ixdh4qcnjrj2zfmgdonf2m6.jpg
295216	258284	42.990431	-71.4922	temporary stream	isolated pools			10/31/2020 11:41	https://files.spotteron.com/images/spots/000007/2020/10/pkeo6o38tetcf1buvn0qvwiw8j4rcgvs.jpg
301819	258284	42.990431	-71.4922	temporary stream	damp / wet streambed			11/13/2020 12:33	https://files.spotteron.com/images/spots/000007/2020/11/h6oxctdllk6a9130y0oky5aocbzw0d7k.jpg
303128	258284	42.990431	-71.4922	temporary stream	isolated pools			11/15/2020 20:15	https://files.spotteron.com/images/spots/000007/2020/11/0b3l05zeqbgmm6649czi2bt1mvf208jn.jpg
258283	258283	42.990274	-71.491934	virtual scale				8/13/2020 22:12	https://files.spotteron.com/images/spots/000007/2020/08/j2ejhg1911zqbdz3m6tjbi6il0gill54.jpg
260171	258283	42.990274	-71.491934	virtual scale			0	8/20/2020 22:05	https://files.spotteron.com/images/spots/000007/2020/08/srz1ink5bnqg14w7lgh2mvwxfp79dbac.jpg
261899	258283	42.990274	-71.491934	virtual scale			-1	8/21/2020 11:22	https://files.spotteron.com/images/spots/000007/2020/08/qv9glx0qlmlz3qm2s8ex605d0qftta8k.jpg
264766	258283	42.990274	-71.491934	virtual scale			-1	8/29/2020 22:47	https://files.spotteron.com/images/spots/000007/2020/09/33ckv31nvfiv74gefc65jfqczkfd5vlp.jpg
267036	258283	42.990274	-71.491934	virtual scale			-1	9/6/2020 23:17	https://files.spotteron.com/images/spots/000007/2020/09/kn48yek0c1o8e9nk92vx8t4ldc49fjqw.jpg
274121	258283	42.990274	-71.491934	virtual scale			0	9/19/2020 12:07	https://files.spotteron.com/images/spots/000007/2020/09/z4bqyizcia1bkr6lx8pro76zfssbchmo.jpg
274122	258283	42.990274	-71.491934	virtual scale			0	9/19/2020 12:09	https://files.spotteron.com/images/spots/000007/2020/09/yrt356vmmmey3kkbuzro46gdflsyyl2v.jpg
278972	258283	42.990274	-71.491934	virtual scale			-1	9/28/2020 14:35	https://files.spotteron.com/images/spots/000007/2020/09/e6emncs51lf0z1tsl0w69mhthito7t7a.jpg
279044	258283	42.990274	-71.491934	virtual scale			0	9/27/2020 19:59	https://files.spotteron.com/images/spots/000007/2020/09/rd3nyyqiab7fkwzkbk5qrdwm2l3w7wsl.jpg
284344	258283	42.990274	-71.491934	virtual scale			0	10/9/2020 15:31	https://files.spotteron.com/images/spots/000007/2020/10/55w2cx280h9y2lk5vfa37a3pe6b95ajt.jpg
290686	258283	42.990274	-71.491934	virtual scale			1	10/23/2020 15:55	https://files.spotteron.com/images/spots/000007/2020/10/xuuea35pw9c4t9ugh5e73ay10dqltj8d.jpg
295186	258283	42.990274	-71.491934	virtual scale			6	10/31/2020 11:30	https://files.spotteron.com/images/spots/000007/2020/10/tk4mkz8d4o844etvmwc365dcknujutns.jpg
301820	258283	42.990274	-71.491934	virtual scale			4	11/13/2020 12:35	https://files.spotteron.com/images/spots/000007/2020/11/ucc03lb0xbhpxvcxzmj08q1jiawgz5l1.jpg
258285	258285	42.994909	-71.494609	virtual scale				8/13/2020 22:18	https://files.spotteron.com/images/spots/000007/2020/08/plesnrf40y5uqahqejsdqfnxm7ffkx9q.jpg
260173	258285	42.994909	-71.494609	virtual scale			-1	8/20/2020 22:06	https://files.spotteron.com/images/spots/000007/2020/08/myujmzxkeu7kix30jk77047do6rvalqu.jpg
261890	258285	42.994909	-71.494609	virtual scale			-1	8/21/2020 11:16	https://files.spotteron.com/images/spots/000007/2020/08/3bwsmskn6wf7k7xmpiaqs4xw6qs76rhd.jpg
264764	258285	42.994909	-71.494609	virtual scale			0	8/29/2020 22:45	https://files.spotteron.com/images/spots/000007/2020/09/by58q24st137zmx07u2326ckly3fkg42.jpg
266109	258285	42.994909	-71.494609	virtual scale			-2	9/4/2020 12:11	https://files.spotteron.com/images/spots/000007/2020/09/pksghwlwnyl0sgqbxt5jjf6h4lxlbpnr.jpg
274135	258285	42.994909	-71.494609	virtual scale			0	9/19/2020 12:34	https://files.spotteron.com/images/spots/000007/2020/09/qlsafcto6xa8q9sdbyb3lamuobujyl7c.jpg
278969	258285	42.994909	-71.494609	virtual scale			1	9/28/2020 14:20	https://files.spotteron.com/images/spots/000007/2020/09/pajje4uchmc0txnogwzkto5kcqw13x4x.jpg
279042	258285	42.994909	-71.494609	virtual scale			0	9/27/2020 19:55	https://files.spotteron.com/images/spots/000007/2020/09/sf5hnestdoucdxzxha1oclb2qljeo48m.jpg
284347	258285	42.994909	-71.494609	virtual scale			0	10/9/2020 15:33	https://files.spotteron.com/images/spots/000007/2020/10/d14trm4bci9a214bt06fvu5f0wgkmfwg.jpg
290679	258285	42.994909	-71.494609	virtual scale			-1	10/23/2020 15:42	https://files.spotteron.com/images/spots/000007/2020/10/57skz8wy9zyc81vxyfklkuecllau5996.jpg
295208	258285	42.994909	-71.494609	virtual scale			2	10/31/2020 11:38	https://files.spotteron.com/images/spots/000007/2020/10/twyei976wlhngrqpmrb1i5ce5sdzp89d.jpg
301816	258285	42.994909	-71.494609	virtual scale			6	11/13/2020 12:24	https://files.spotteron.com/images/spots/000007/2020/11/gs97m1cj8won3am5ard9zkrhpdcxs0q1.jpg
259161	259161	42.945238	-71.600217	virtual scale				8/18/2020 20:41	https://files.spotteron.com/images/spots/000007/2020/08/81kmlmotzngccruabb8kevlpo0b8ds2s.jpg
263944	259161	42.945238	-71.600217	virtual scale			1	8/28/2020 10:40	https://files.spotteron.com/images/spots/000007/2020/08/0gme0hxbffuysp4ja1at9fq6ergy0u9i.jpg
267040	259161	42.945238	-71.600217	virtual scale			1	9/6/2020 23:21	https://files.spotteron.com/images/spots/000007/2020/09/cs40cwwtqvw9aal9k3dbjx9kzm76xior.jpg
268854	259161	42.945238	-71.600217	virtual scale			3	9/11/2020 14:32	https://files.spotteron.com/images/spots/000007/2020/09/srdpw9lacdy894wm756xea99pdwdugv3.jpg
274175	259161	42.945238	-71.600217	virtual scale			1	9/19/2020 13:28	https://files.spotteron.com/images/spots/000007/2020/09/cu5v4jyp9i48njxgpthza1ezdey0elt4.jpg
279047	259161	42.945238	-71.600217	virtual scale			0	9/27/2020 20:03	https://files.spotteron.com/images/spots/000007/2020/09/5f9250az62kwjjh9sncivy3fpsgdi0dh.jpg
283046	259161	42.945238	-71.600217	virtual scale			1	10/4/2020 11:48	https://files.spotteron.com/images/spots/000007/2020/10/d3e4d9org68wd1c0ntca21q0o9d4mw97.jpg
288675	259161	42.945238	-71.600217	virtual scale			2	10/18/2020 9:00	https://files.spotteron.com/images/spots/000007/2020/10/r4n5n1xfduh6rf3b4yw2801heg18lism.jpg
290750	259161	42.945238	-71.600217	virtual scale			2	10/23/2020 17:51	https://files.spotteron.com/images/spots/000007/2020/10/5wb6hzz9r3fiap53579lfhh9di088naq.jpg
295348	259161	42.945238	-71.600217	virtual scale			4	10/31/2020 15:53	https://files.spotteron.com/images/spots/000007/2020/10/bwvxd33pcguzhmxj46ewterzjlw23742.jpg
301825	259161	42.945238	-71.600217	virtual scale			2	11/13/2020 13:37	https://files.spotteron.com/images/spots/000007/2020/11/b0b3sb8y5dkhhid493lhyx8qbzsykz2z.jpg
303130	259161	42.945238	-71.600217	virtual scale			4	11/15/2020 20:20	https://files.spotteron.com/images/spots/000007/2020/11/lwrq469qq776gudebgzz19ptioa21buz.jpg
