EXPERIMENT	ISLAND	SPECIES	COUNT	RUN_TIME	HABITAT	DISTANCE	SIZE	TAXON	MIGRAT_RATE	MORTALITY
diversity	Shannon Rock	sp05	0	200	subtropical	110	128	Reptiles	2	0.05
diversity	Shannon Rock	sp06	0	200	subtropical	110	128	Reptiles	2	0.05
diversity	Shannon Rock	sp07	1	200	subtropical	110	128	Reptiles	2	0.05
diversity	Shannon Rock	sp08	1	200	subtropical	110	128	Reptiles	2	0.05
diversity	Shannon Rock	sp09	1	200	subtropical	110	128	Reptiles	2	0.05
diversity	Shannon Rock	sp10	0	200	subtropical	110	128	Reptiles	2	0.05
diversity	Isle of Leary	sp01	4	200	subtropical	70	256	Reptiles	2	0.05
diversity	Isle of Leary	sp02	0	200	subtropical	70	256	Reptiles	2	0.05
diversity	Isle of Leary	sp03	3	200	subtropical	70	256	Reptiles	2	0.05
diversity	Isle of Leary	sp04	3	200	subtropical	70	256	Reptiles	2	0.05
diversity	Isle of Leary	sp05	0	200	subtropical	70	256	Reptiles	2	0.05
diversity	Isle of Leary	sp06	1	200	subtropical	70	256	Reptiles	2	0.05
diversity	Isle of Leary	sp07	2	200	subtropical	70	256	Reptiles	2	0.05
diversity	Isle of Leary	sp08	2	200	subtropical	70	256	Reptiles	2	0.05
diversity	Isle of Leary	sp09	5	200	subtropical	70	256	Reptiles	2	0.05
diversity	Isle of Leary	sp10	1	200	subtropical	70	256	Reptiles	2	0.05
diversity	Shannon Rock	sp01	0	200	subtropical	110	128	Mammals	2	0.05
diversity	Shannon Rock	sp02	0	200	subtropical	110	128	Mammals	2	0.05
diversity	Shannon Rock	sp03	0	200	subtropical	110	128	Mammals	2	0.05
diversity	Shannon Rock	sp04	1	200	subtropical	110	128	Mammals	2	0.05
diversity	Shannon Rock	sp05	0	200	subtropical	110	128	Mammals	2	0.05
diversity	Shannon Rock	sp06	2	200	subtropical	110	128	Mammals	2	0.05
diversity	Shannon Rock	sp07	0	200	subtropical	110	128	Mammals	2	0.05
diversity	Shannon Rock	sp08	0	200	subtropical	110	128	Mammals	2	0.05
diversity	Shannon Rock	sp09	0	200	subtropical	110	128	Mammals	2	0.05
diversity	Shannon Rock	sp10	0	200	subtropical	110	128	Mammals	2	0.05
diversity	Isle of Leary	sp01	0	200	subtropical	70	256	Mammals	2	0.05
diversity	Isle of Leary	sp02	3	200	subtropical	70	256	Mammals	2	0.05
diversity	Isle of Leary	sp03	3	200	subtropical	70	256	Mammals	2	0.05
diversity	Isle of Leary	sp04	0	200	subtropical	70	256	Mammals	2	0.05
diversity	Isle of Leary	sp05	1	200	subtropical	70	256	Mammals	2	0.05
diversity	Isle of Leary	sp06	3	200	subtropical	70	256	Mammals	2	0.05
diversity	Isle of Leary	sp07	4	200	subtropical	70	256	Mammals	2	0.05
diversity	Isle of Leary	sp08	1	200	subtropical	70	256	Mammals	2	0.05
diversity	Isle of Leary	sp09	2	200	subtropical	70	256	Mammals	2	0.05
diversity	Isle of Leary	sp10	1	200	subtropical	70	256	Mammals	2	0.05
diversity	Shannon Rock	sp01	0	200	temperate	110	128	Arthropods	2	0.05
diversity	Shannon Rock	sp02	0	200	temperate	110	128	Arthropods	2	0.05
diversity	Shannon Rock	sp03	1	200	temperate	110	128	Arthropods	2	0.05
diversity	Shannon Rock	sp04	1	200	temperate	110	128	Arthropods	2	0.05
diversity	Shannon Rock	sp05	1	200	temperate	110	128	Arthropods	2	0.05
diversity	Shannon Rock	sp06	0	200	temperate	110	128	Arthropods	2	0.05
diversity	Shannon Rock	sp07	2	200	temperate	110	128	Arthropods	2	0.05
diversity	Shannon Rock	sp08	0	200	temperate	110	128	Arthropods	2	0.05
diversity	Shannon Rock	sp09	2	200	temperate	110	128	Arthropods	2	0.05
diversity	Shannon Rock	sp10	0	200	temperate	110	128	Arthropods	2	0.05
diversity	Isle of Leary	sp01	1	200	temperate	70	256	Arthropods	2	0.05
diversity	Isle of Leary	sp02	0	200	temperate	70	256	Arthropods	2	0.05
diversity	Isle of Leary	sp03	2	200	temperate	70	256	Arthropods	2	0.05
diversity	Isle of Leary	sp04	2	200	temperate	70	256	Arthropods	2	0.05
diversity	Isle of Leary	sp05	4	200	temperate	70	256	Arthropods	2	0.05
diversity	Isle of Leary	sp06	0	200	temperate	70	256	Arthropods	2	0.05
diversity	Isle of Leary	sp07	3	200	temperate	70	256	Arthropods	2	0.05
diversity	Isle of Leary	sp08	4	200	temperate	70	256	Arthropods	2	0.05
diversity	Isle of Leary	sp09	3	200	temperate	70	256	Arthropods	2	0.05
diversity	Isle of Leary	sp10	0	200	temperate	70	256	Arthropods	2	0.05
diversity	Shannon Rock	sp01	0	200	temperate	110	128	Birds	2	0.05
diversity	Shannon Rock	sp02	1	200	temperate	110	128	Birds	2	0.05
diversity	Shannon Rock	sp03	0	200	temperate	110	128	Birds	2	0.05
diversity	Shannon Rock	sp04	0	200	temperate	110	128	Birds	2	0.05
diversity	Shannon Rock	sp05	0	200	temperate	110	128	Birds	2	0.05
diversity	Shannon Rock	sp06	0	200	temperate	110	128	Birds	2	0.05
diversity	Shannon Rock	sp07	0	200	temperate	110	128	Birds	2	0.05
diversity	Shannon Rock	sp08	1	200	temperate	110	128	Birds	2	0.05
diversity	Shannon Rock	sp09	0	200	temperate	110	128	Birds	2	0.05
diversity	Shannon Rock	sp10	0	200	temperate	110	128	Birds	2	0.05
diversity	Isle of Leary	sp01	2	200	temperate	70	256	Birds	2	0.05
diversity	Isle of Leary	sp02	1	200	temperate	70	256	Birds	2	0.05
diversity	Isle of Leary	sp03	1	200	temperate	70	256	Birds	2	0.05
diversity	Isle of Leary	sp04	3	200	temperate	70	256	Birds	2	0.05
diversity	Isle of Leary	sp05	0	200	temperate	70	256	Birds	2	0.05
diversity	Isle of Leary	sp06	2	200	temperate	70	256	Birds	2	0.05
diversity	Isle of Leary	sp07	2	200	temperate	70	256	Birds	2	0.05
diversity	Isle of Leary	sp08	4	200	temperate	70	256	Birds	2	0.05
diversity	Isle of Leary	sp09	2	200	temperate	70	256	Birds	2	0.05
diversity	Isle of Leary	sp10	0	200	temperate	70	256	Birds	2	0.05
diversity	Shannon Rock	sp01	2	200	temperate	110	128	Reptiles	2	0.05
diversity	Shannon Rock	sp02	1	200	temperate	110	128	Reptiles	2	0.05
diversity	Shannon Rock	sp03	0	200	temperate	110	128	Reptiles	2	0.05
diversity	Shannon Rock	sp04	0	200	temperate	110	128	Reptiles	2	0.05
diversity	Shannon Rock	sp05	2	200	temperate	110	128	Reptiles	2	0.05
diversity	Shannon Rock	sp06	1	200	temperate	110	128	Reptiles	2	0.05
diversity	Shannon Rock	sp07	1	200	temperate	110	128	Reptiles	2	0.05
diversity	Shannon Rock	sp08	1	200	temperate	110	128	Reptiles	2	0.05
diversity	Shannon Rock	sp09	1	200	temperate	110	128	Reptiles	2	0.05
diversity	Shannon Rock	sp10	0	200	temperate	110	128	Reptiles	2	0.05
diversity	Isle of Leary	sp01	1	200	temperate	70	256	Reptiles	2	0.05
diversity	Isle of Leary	sp02	0	200	temperate	70	256	Reptiles	2	0.05
diversity	Isle of Leary	sp03	1	200	temperate	70	256	Reptiles	2	0.05
diversity	Isle of Leary	sp04	1	200	temperate	70	256	Reptiles	2	0.05
diversity	Isle of Leary	sp05	3	200	temperate	70	256	Reptiles	2	0.05
diversity	Isle of Leary	sp06	1	200	temperate	70	256	Reptiles	2	0.05
diversity	Isle of Leary	sp07	3	200	temperate	70	256	Reptiles	2	0.05
diversity	Isle of Leary	sp08	2	200	temperate	70	256	Reptiles	2	0.05
diversity	Isle of Leary	sp09	2	200	temperate	70	256	Reptiles	2	0.05
diversity	Isle of Leary	sp10	1	200	temperate	70	256	Reptiles	2	0.05
diversity	Shannon Rock	sp01	0	200	temperate	110	128	Mammals	2	0.05
diversity	Shannon Rock	sp02	1	200	temperate	110	128	Mammals	2	0.05
diversity	Shannon Rock	sp03	0	200	temperate	110	128	Mammals	2	0.05
diversity	Shannon Rock	sp04	0	200	temperate	110	128	Mammals	2	0.05
diversity	Shannon Rock	sp05	1	200	temperate	110	128	Mammals	2	0.05
diversity	Shannon Rock	sp06	0	200	temperate	110	128	Mammals	2	0.05
diversity	Shannon Rock	sp07	0	200	temperate	110	128	Mammals	2	0.05
diversity	Shannon Rock	sp08	1	200	temperate	110	128	Mammals	2	0.05
diversity	Shannon Rock	sp09	2	200	temperate	110	128	Mammals	2	0.05
diversity	Shannon Rock	sp10	0	200	temperate	110	128	Mammals	2	0.05
diversity	Isle of Leary	sp01	3	200	temperate	70	256	Mammals	2	0.05
diversity	Isle of Leary	sp02	2	200	temperate	70	256	Mammals	2	0.05
diversity	Isle of Leary	sp03	1	200	temperate	70	256	Mammals	2	0.05
diversity	Isle of Leary	sp04	2	200	temperate	70	256	Mammals	2	0.05
diversity	Isle of Leary	sp05	3	200	temperate	70	256	Mammals	2	0.05
diversity	Isle of Leary	sp06	0	200	temperate	70	256	Mammals	2	0.05
diversity	Isle of Leary	sp07	1	200	temperate	70	256	Mammals	2	0.05
diversity	Isle of Leary	sp08	1	200	temperate	70	256	Mammals	2	0.05
diversity	Isle of Leary	sp09	1	200	temperate	70	256	Mammals	2	0.05
diversity	Isle of Leary	sp10	2	200	temperate	70	256	Mammals	2	0.05
diversity	Shannon Rock	sp01	0	200	tundra	110	128	Arthropods	2	0.05
diversity	Shannon Rock	sp02	0	200	tundra	110	128	Arthropods	2	0.05
diversity	Shannon Rock	sp03	1	200	tundra	110	128	Arthropods	2	0.05
diversity	Shannon Rock	sp04	0	200	tundra	110	128	Arthropods	2	0.05
diversity	Shannon Rock	sp05	0	200	tundra	110	128	Arthropods	2	0.05
diversity	Shannon Rock	sp06	0	200	tundra	110	128	Arthropods	2	0.05
diversity	Shannon Rock	sp07	0	200	tundra	110	128	Arthropods	2	0.05
diversity	Shannon Rock	sp08	1	200	tundra	110	128	Arthropods	2	0.05
diversity	Shannon Rock	sp09	0	200	tundra	110	128	Arthropods	2	0.05
diversity	Shannon Rock	sp10	0	200	tundra	110	128	Arthropods	2	0.05
diversity	Isle of Leary	sp01	0	200	tundra	70	256	Arthropods	2	0.05
diversity	Isle of Leary	sp02	2	200	tundra	70	256	Arthropods	2	0.05
diversity	Isle of Leary	sp03	3	200	tundra	70	256	Arthropods	2	0.05
diversity	Isle of Leary	sp04	2	200	tundra	70	256	Arthropods	2	0.05
diversity	Isle of Leary	sp05	2	200	tundra	70	256	Arthropods	2	0.05
diversity	Isle of Leary	sp06	3	200	tundra	70	256	Arthropods	2	0.05
diversity	Isle of Leary	sp07	3	200	tundra	70	256	Arthropods	2	0.05
diversity	Isle of Leary	sp08	5	200	tundra	70	256	Arthropods	2	0.05
diversity	Isle of Leary	sp09	0	200	tundra	70	256	Arthropods	2	0.05
diversity	Isle of Leary	sp10	2	200	tundra	70	256	Arthropods	2	0.05
diversity	Shannon Rock	sp01	0	200	tundra	110	128	Birds	2	0.05
diversity	Shannon Rock	sp02	0	200	tundra	110	128	Birds	2	0.05
diversity	Shannon Rock	sp03	0	200	tundra	110	128	Birds	2	0.05
diversity	Shannon Rock	sp04	0	200	tundra	110	128	Birds	2	0.05
diversity	Shannon Rock	sp05	0	200	tundra	110	128	Birds	2	0.05
diversity	Shannon Rock	sp06	1	200	tundra	110	128	Birds	2	0.05
diversity	Shannon Rock	sp07	0	200	tundra	110	128	Birds	2	0.05
diversity	Shannon Rock	sp08	0	200	tundra	110	128	Birds	2	0.05
diversity	Shannon Rock	sp09	0	200	tundra	110	128	Birds	2	0.05
diversity	Shannon Rock	sp10	0	200	tundra	110	128	Birds	2	0.05
diversity	Isle of Leary	sp01	4	200	tundra	70	256	Birds	2	0.05
diversity	Isle of Leary	sp02	1	200	tundra	70	256	Birds	2	0.05
diversity	Isle of Leary	sp03	3	200	tundra	70	256	Birds	2	0.05
diversity	Isle of Leary	sp04	0	200	tundra	70	256	Birds	2	0.05
diversity	Isle of Leary	sp05	2	200	tundra	70	256	Birds	2	0.05
diversity	Isle of Leary	sp06	1	200	tundra	70	256	Birds	2	0.05
diversity	Isle of Leary	sp07	0	200	tundra	70	256	Birds	2	0.05
diversity	Isle of Leary	sp08	1	200	tundra	70	256	Birds	2	0.05
diversity	Isle of Leary	sp09	3	200	tundra	70	256	Birds	2	0.05
diversity	Isle of Leary	sp10	0	200	tundra	70	256	Birds	2	0.05
diversity	Shannon Rock	sp01	1	200	tundra	110	128	Reptiles	2	0.05
diversity	Shannon Rock	sp02	0	200	tundra	110	128	Reptiles	2	0.05
diversity	Shannon Rock	sp03	1	200	tundra	110	128	Reptiles	2	0.05
diversity	Shannon Rock	sp04	1	200	tundra	110	128	Reptiles	2	0.05
diversity	Shannon Rock	sp05	1	200	tundra	110	128	Reptiles	2	0.05
diversity	Shannon Rock	sp06	0	200	tundra	110	128	Reptiles	2	0.05
diversity	Shannon Rock	sp07	0	200	tundra	110	128	Reptiles	2	0.05
diversity	Shannon Rock	sp08	0	200	tundra	110	128	Reptiles	2	0.05
diversity	Shannon Rock	sp09	0	200	tundra	110	128	Reptiles	2	0.05
diversity	Shannon Rock	sp10	1	200	tundra	110	128	Reptiles	2	0.05
diversity	Isle of Leary	sp01	0	200	tundra	70	256	Reptiles	2	0.05
diversity	Isle of Leary	sp02	3	200	tundra	70	256	Reptiles	2	0.05
diversity	Isle of Leary	sp03	2	200	tundra	70	256	Reptiles	2	0.05
diversity	Isle of Leary	sp04	0	200	tundra	70	256	Reptiles	2	0.05
diversity	Isle of Leary	sp05	0	200	tundra	70	256	Reptiles	2	0.05
diversity	Isle of Leary	sp06	2	200	tundra	70	256	Reptiles	2	0.05
diversity	Isle of Leary	sp07	2	200	tundra	70	256	Reptiles	2	0.05
diversity	Isle of Leary	sp08	1	200	tundra	70	256	Reptiles	2	0.05
diversity	Isle of Leary	sp09	1	200	tundra	70	256	Reptiles	2	0.05
diversity	Isle of Leary	sp10	0	200	tundra	70	256	Reptiles	2	0.05
diversity	Shannon Rock	sp01	1	200	tundra	110	128	Mammals	2	0.05
diversity	Shannon Rock	sp02	0	200	tundra	110	128	Mammals	2	0.05
diversity	Shannon Rock	sp03	1	200	tundra	110	128	Mammals	2	0.05
diversity	Shannon Rock	sp04	0	200	tundra	110	128	Mammals	2	0.05
diversity	Shannon Rock	sp05	0	200	tundra	110	128	Mammals	2	0.05
diversity	Shannon Rock	sp06	0	200	tundra	110	128	Mammals	2	0.05
diversity	Shannon Rock	sp07	0	200	tundra	110	128	Mammals	2	0.05
diversity	Shannon Rock	sp08	0	200	tundra	110	128	Mammals	2	0.05
diversity	Shannon Rock	sp09	1	200	tundra	110	128	Mammals	2	0.05
diversity	Shannon Rock	sp10	0	200	tundra	110	128	Mammals	2	0.05
diversity	Isle of Leary	sp01	3	200	tundra	70	256	Mammals	2	0.05
diversity	Isle of Leary	sp02	3	200	tundra	70	256	Mammals	2	0.05
diversity	Isle of Leary	sp03	1	200	tundra	70	256	Mammals	2	0.05
diversity	Isle of Leary	sp04	0	200	tundra	70	256	Mammals	2	0.05
diversity	Isle of Leary	sp05	3	200	tundra	70	256	Mammals	2	0.05
diversity	Isle of Leary	sp06	0	200	tundra	70	256	Mammals	2	0.05
diversity	Isle of Leary	sp07	1	200	tundra	70	256	Mammals	2	0.05
diversity	Isle of Leary	sp08	2	200	tundra	70	256	Mammals	2	0.05
diversity	Isle of Leary	sp09	1	200	tundra	70	256	Mammals	2	0.05
diversity	Isle of Leary	sp10	0	200	tundra	70	256	Mammals	2	0.05
diversity	Shannon Rock	sp01	1	200	desert	110	128	Arthropods	2	0.05
diversity	Shannon Rock	sp02	0	200	desert	110	128	Arthropods	2	0.05
diversity	Shannon Rock	sp03	0	200	desert	110	128	Arthropods	2	0.05
diversity	Shannon Rock	sp04	0	200	desert	110	128	Arthropods	2	0.05
diversity	Shannon Rock	sp05	0	200	desert	110	128	Arthropods	2	0.05
diversity	Shannon Rock	sp06	0	200	desert	110	128	Arthropods	2	0.05
diversity	Shannon Rock	sp07	0	200	desert	110	128	Arthropods	2	0.05
diversity	Shannon Rock	sp08	1	200	desert	110	128	Arthropods	2	0.05
diversity	Shannon Rock	sp09	0	200	desert	110	128	Arthropods	2	0.05
diversity	Shannon Rock	sp10	1	200	desert	110	128	Arthropods	2	0.05
diversity	Isle of Leary	sp01	1	200	desert	70	256	Arthropods	2	0.05
diversity	Isle of Leary	sp02	3	200	desert	70	256	Arthropods	2	0.05
diversity	Isle of Leary	sp03	1	200	desert	70	256	Arthropods	2	0.05
diversity	Isle of Leary	sp04	1	200	desert	70	256	Arthropods	2	0.05
diversity	Isle of Leary	sp05	2	200	desert	70	256	Arthropods	2	0.05
diversity	Isle of Leary	sp06	2	200	desert	70	256	Arthropods	2	0.05
diversity	Isle of Leary	sp07	0	200	desert	70	256	Arthropods	2	0.05
diversity	Isle of Leary	sp08	1	200	desert	70	256	Arthropods	2	0.05
diversity	Isle of Leary	sp09	1	200	desert	70	256	Arthropods	2	0.05
diversity	Isle of Leary	sp10	3	200	desert	70	256	Arthropods	2	0.05
diversity	Shannon Rock	sp01	1	200	desert	110	128	Birds	2	0.05
diversity	Shannon Rock	sp02	0	200	desert	110	128	Birds	2	0.05
diversity	Shannon Rock	sp03	0	200	desert	110	128	Birds	2	0.05
diversity	Shannon Rock	sp04	0	200	desert	110	128	Birds	2	0.05
diversity	Shannon Rock	sp05	0	200	desert	110	128	Birds	2	0.05
diversity	Shannon Rock	sp06	0	200	desert	110	128	Birds	2	0.05
diversity	Shannon Rock	sp07	0	200	desert	110	128	Birds	2	0.05
diversity	Shannon Rock	sp08	0	200	desert	110	128	Birds	2	0.05
diversity	Shannon Rock	sp09	1	200	desert	110	128	Birds	2	0.05
diversity	Shannon Rock	sp10	0	200	desert	110	128	Birds	2	0.05
diversity	Isle of Leary	sp01	1	200	desert	70	256	Birds	2	0.05
